Accession	BAPS_Group
ERR1560839	28
DRR124758	35
SRR5827168	35
SRR5827322	35
SRR5827080	35
SRR5827022	35
SRR5827328	35
SRR5827365	35
SRR5827029	35
SRR5827064	35
SRR5827114	35
SRR5827113	35
SRR5827090	35
SRR5827198	35
SRR5827296	35
SRR5827196	35
SRR5827155	35
ERR449460	35
SRR3360652	35
ERR388312	35
ERR363654	35
ERR363661	35
ERR363663	35
ERR363660	35
ERR363664	35
ERR363662	35
ERR363627	35
SRR5827327	35
ERR1469755	35
ERR1549685	35
ERR1549770	35
ERR1549773	35
ERR1204792	35
ERR1528294	35
ERR1560775	35
ERR1560813	35
ERR1560863	35
ERR1549783	35
ERR1555181	35
ERR1555178	35
ERR1555187	35
ERR1555170	35
SRR1661282	35
SRR3360696	35
ERR3200875	35
SRR3360679	35
ERR1602779	35
ERR2632006	35
ERR2631937	35
ERR1560936	35
ERR1555210	35
ERR2631744	35
ERR2631740	35
ERR2631768	35
ERR1560924	35
ERR1528268	35
ERR1528283	35
ERR3201305	35
ERR1560868	35
ERR1514844	35
ERR1555173	35
ERR1602769	35
ERR1471125	35
SRR3360635	35
SRR3360661	35
SRR3360690	35
ERR349976	35
ERR363634	35
ERR363653	35
ERR1555246	35
ERR1555238	35
ERR363637	1
ERR363652	33
ERR363659	33
ERR363658	33
ERR449491	33
ERR363609	33
ERR363578	33
ERR363619	33
ERR388419	33
MS11	33
SRR2736142	33
ERR388324	33
ERR349955	33
ERR349938	33
GCGS1103	33
GCGS0428	33
SRR3361328	33
ERR3201008	33
ERR3201062	33
SRR3361315	33
GCGS0400	33
GCGS0363	33
ERR3200830	33
ERR3201180	33
ERR3201172	33
ERR3201138	33
ERR3201064	33
ERR3201194	33
ERR2631785	33
ERR3201102	33
ERR3200876	33
ERR3200813	33
ERR388354	33
ERR2631763	33
ERR2631762	33
ERR1560774	33
ERR3201098	33
ERR3200952	33
ERR2631796	33
ERR1469625	33
ERR1528253	33
ERR388406	33
ERR388393	33
ERR1549740	33
SRR969363	33
ERR2631964	33
ERR2632013	33
ERR2631934	33
SRR5827351	33
SRR5827383	33
SRR5827312	33
GCGS0376	33
GCGS0429	33
GCGS0620	33
ERR3201329	33
GCGS0424	33
ERR3200987	33
ERR3201284	33
ERR3201002	33
ERR3201001	33
ERR3201087	33
ERR2631766	33
ERR2631994	33
ERR3201043	33
ERR3201214	33
SRR3360749	33
ERR3200936	33
ERR3201338	33
ERR3200964	33
ERR3200960	33
ERR363643	24
ERR363640	24
ERR363638	24
ERR363639	24
ERR363649	24
ERR363656	24
ERR363608	24
ERR363607	24
ERR363644	24
ERR449459	24
ERR449458	24
ERR363665	24
ERR449461	24
ERR363645	24
ERR1514732	24
ERR1528228	24
ERR1528129	24
ERR1514743	24
ERR1528227	24
ERR449457	24
ERR363647	24
GCGS0150	24
GCGS0697	24
ERR1528201	24
ERR349916	24
ERR363641	24
ERR363657	24
SRR2736119	24
GCGS0777	24
GCGS1044	24
GCGS1045	24
GCGS1043	24
ERR2133906	24
ERR2133907	24
ERR2133905	24
ERR2133908	24
ERR2133897	24
GCGS0408	24
GCGS0287	24
GCGS0682	24
GCGS0630	24
SRR2736103	24
GCGS0718	24
GCGS0704	24
GCGS0547	24
GCGS0530	24
GCGS0570	24
GCGS0855	24
GCGS0569	24
GCGS0309	24
GCGS0724	24
GCGS0723	24
GCGS0866	24
GCGS0824	24
GCGS0867	24
GCGS0865	24
GCGS0537	24
GCGS0702	24
SRR2736106	24
SRR2736108	24
SRR2736115	24
SRR2736116	24
SRR2736128	24
SRR2736125	24
SRR2736129	24
SRR2736112	24
SRR2736113	24
SRR2736109	24
SRR2736093	24
GCGS0573	24
SRR3360926	24
SRR2736104	24
SRR2736107	24
GCGS0502	24
GCGS0270	24
GCGS0367	24
SRR2736095	24
SRR1661167	24
GCGS0412	24
GCGS1047	24
GCGS0389	24
SRR3361332	24
SRR3360653	24
GCGS0605	24
GCGS0607	24
GCGS0366	24
SRR3360981	24
ERR1560869	24
ERR1560804	24
ERR1560836	24
ERR1560778	24
ERR1560805	24
ERR1560783	24
ERR1560792	24
ERR1528237	24
ERR1528267	24
ERR1514745	24
ERR1514749	24
ERR1555171	24
ERR1555184	24
ERR1528286	24
ERR1549787	24
ERR1560891	24
ERR1469585	24
ERR1560910	24
ERR1602757	24
ERR1560927	24
ERR3201187	24
ERR3201005	24
ERR3200991	24
ERR3200942	24
ERR3201289	24
ERR3200999	24
ERR2631976	24
ERR2631924	24
ERR3200933	24
ERR2631753	24
ERR2631749	24
ERR1549756	24
ERR1528131	24
ERR1469668	24
ERR1528252	24
ERR1528262	24
ERR1471127	24
ERR1469594	24
ERR1514840	24
ERR1528135	24
ERR1528137	24
ERR1528128	24
ERR3200938	24
ERR1514739	24
ERR1469584	24
ERR388414	24
ERR1528132	24
ERR1528225	24
ERR2631962	24
ERR2631939	24
ERR2631938	24
ERR2631770	24
GCGS0713	24
ERR3201310	24
ERR3201159	24
ERR3201047	24
ERR2631782	24
ERR3201091	24
ERR3201055	24
ERR3201124	24
ERR3200867	24
ERR1204798	24
ERR2631916	24
ERR2133928	24
ERR2133927	24
ERR2631735	24
ERR3200940	24
ERR2133950	24
ERR2133949	24
GCGS1039	24
GCGS1040	24
ERR388332	24
ERR1549736	24
ERR1549720	24
ERR1549724	24
ERR1549723	24
ERR1549725	24
ERR1549726	24
ERR1549754	24
ERR1549722	24
ERR1549749	24
ERR1549719	24
ERR1549717	24
ERR1549744	24
ERR1549733	24
ERR1549735	24
ERR1549731	24
ERR1549752	24
ERR1549747	24
ERR1549746	24
ERR1469593	24
ERR1560931	24
ERR1560912	24
GCGS0791	24
GCGS0672	24
GCGS0765	24
GCGS0619	24
GCGS0671	24
GCGS0615	24
GCGS0790	24
SRR2736262	24
SRR2736261	24
ERR3200856	24
ERR1528274	24
ERR1514827	24
ERR1528213	24
ERR1528315	24
ERR1528130	24
ERR1528186	24
ERR1528190	24
ERR1528194	24
ERR1528318	24
ERR1528210	24
GCGS0598	24
GCGS0539	24
GCGS0825	24
GCGS0826	24
SRR2736098	24
SRR2736102	24
SRR2736099	24
SRR1661155	24
SRR2736101	24
SRR2736100	24
SRR3360721	24
SRR2736097	24
ERR349919	24
SRR2736094	24
SRR2736124	24
GCGS0735	24
GCGS0565	24
GCGS0738	24
GCGS0566	24
GCGS0737	24
GCGS0736	24
GCGS0831	24
GCGS0734	24
SRR3360810	24
SRR2736121	24
SRR2736120	24
SRR2736122	24
SRR2736117	24
GCGS0646	24
GCGS0846	24
GCGS0786	24
GCGS0651	24
GCGS0648	24
GCGS0612	24
GCGS0555	24
GCGS0812	24
ERR349946	24
GCGS0576	24
SRR2736123	24
GCGS0580	24
GCGS0142	24
GCGS0326	24
GCGS0542	24
SRR2736126	24
SRR5827192	24
SRR5827398	24
ERR349920	24
GCGS1055	24
ERR349949	24
ERR349944	24
GCGS0819	24
GCGS0828	24
GCGS0749	24
GCGS0668	24
GCGS1017	24
GCGS0794	24
GCGS0486	24
ERR3201349	24
ERR2631954	24
ERR3200934	24
GCGS0561	24
GCGS0614	24
GCGS0616	24
GCGS0440	24
ERR3201150	24
GCGS0679	24
SRR3361322	24
ERR3201191	24
ERR1837109	24
ERR3201030	24
ERR1837130	24
ERR3201348	24
ERR1204789	24
ERR2631727	24
ERR3201074	24
ERR3201006	24
ERR3201059	24
ERR2631898	24
ERR3200849	24
ERR3200974	24
ERR3201169	24
SRR5827161	24
GCGS0769	24
ERR3201301	24
ERR3201308	24
GCGS0726	24
GCGS0761	24
GCGS0760	24
GCGS0420	24
GCGS0613	24
GCGS0015	24
GCGS0013	24
GCGS0845	24
DRR124755	13
DRR124801	13
DRR124800	13
GCGS0714	13
ERR2133978	13
ERR2133977	13
ERR2133976	13
ERR1528305	13
ERR1560932	13
ERR1602759	13
ERR1560846	13
ERR2133971	13
ERR2133970	13
ERR2133969	13
SRR5827265	13
SRR5827396	13
SRR5827376	13
SRR5827397	13
SRR5827147	13
SRR5827179	13
SRR5827320	13
SRR5827337	13
SRR5827088	13
SRR5827169	13
SRR5827225	13
SRR5827033	13
SRR5827343	13
SRR5827369	13
SRR5827268	13
SRR5827124	13
SRR5827406	13
SRR5827071	13
SRR5827386	13
SRR5827077	13
SRR5827270	13
SRR5827223	13
SRR5827219	13
SRR5827031	13
SRR5827034	13
SRR5827111	13
SRR5827402	13
SRR5827347	13
SRR5827301	13
SRR5827156	13
SRR5827256	13
SRR5827278	13
SRR5827233	13
SRR5827394	13
SRR5827052	13
SRR5827039	13
SRR5827385	13
SRR5827083	13
SRR5827132	13
SRR5827205	13
SRR5827044	13
ERR1469719	13
ERR1469722	13
ERR1514808	13
ERR1549690	13
ERR1602755	13
ERR1549793	13
ERR2631871	13
ERR1560920	13
ERR1560923	13
ERR1560919	13
ERR1560921	13
ERR2631906	13
ERR2133975	13
ERR2133972	13
ERR1602743	13
ERR1549772	13
SRR5827093	13
ERR2631950	13
ERR2631874	13
SRR7226387	13
ERR1528233	13
ERR1560945	13
ERR1469582	13
SRR7226401	13
ERR1680304	13
ERR1514693	13
ERR3200847	13
ERR3201146	13
ERR2631760	13
ERR1555176	13
ERR1528292	13
ERR1528261	13
ERR1469601	13
ERR1528334	13
ERR1528169	13
ERR2632012	13
ERR1469758	13
ERR1528291	13
ERR1528243	13
ERR1469580	13
ERR2631969	13
ERR1528289	13
ERR1514751	13
ERR1560787	13
GCGS0793	13
GCGS0792	13
ERR2631786	13
ERR1680312	13
ERR3201297	13
ERR2631841	13
ERR3201174	13
ERR2631815	13
ERR2631772	13
ERR3201089	13
ERR3201307	13
GCGS0314	13
ERR3201039	13
ERR3200863	13
GCGS0788	13
ERR2631958	13
ERR2631991	13
ERR2631932	13
ERR3201352	13
ERR3200896	13
ERR2631771	13
ERR1469716	13
ERR2631974	13
ERR2631978	13
ERR2631723	13
ERR3201354	13
ERR3201011	13
ERR3201188	13
ERR3200836	13
ERR3201262	13
ERR3201123	13
ERR3201206	13
ERR2631795	13
ERR1204812	13
ERR3200910	13
ERR2631750	13
ERR2631751	13
ERR1514788	13
ERR3201178	13
GCGS0852	13
GCGS0816	13
GCGS0814	13
ERR1602748	13
GCGS0397	13
SRR2736281	13
GCGS0399	13
GCGS0594	13
ERR1560866	13
ERR1560847	13
SRR7226406	13
ERR1471129	13
ERR3200961	13
ERR3201220	13
GCGS0817	13
GCGS0805	13
GCGS0758	13
GCGS0809	13
GCGS0699	13
ERR2631881	13
ERR2631907	13
ERR1204784	13
ERR2631894	13
ERR2631752	13
ERR2631743	13
ERR2631911	13
ERR3201241	13
ERR3201204	13
ERR1204806	13
GCGS0770	13
GCGS0808	13
GCGS0804	13
GCGS0818	13
GCGS0640	13
GCGS0755	13
SRR5827109	13
ERR3200821	13
ERR1204782	13
ERR2631923	13
ERR3201076	13
ERR1528250	13
ERR2631986	13
ERR1528326	13
ERR1514748	13
ERR1528288	13
ERR1528277	13
SRR3360680	13
SRR3360614	13
SRR3360698	13
SRR3360641	13
ERR1469721	13
ERR1469742	13
ERR1560864	13
ERR1549766	13
ERR1560953	13
ERR2631920	13
ERR1528295	13
ERR1469669	13
ERR1680296	13
SRR2736243	13
ERR1469655	13
ERR1469727	13
ERR1560898	13
ERR1560890	13
ERR1469653	13
ERR1469621	13
ERR1549755	13
ERR1528150	13
ERR1528245	13
ERR3200860	13
ERR1555191	13
SRR7226377	13
ERR1549774	13
ERR1560779	13
ERR1514780	13
SRR5827175	13
ERR1555168	13
ERR1528191	13
ERR1602794	13
SRR2736273	13
SRR2736274	13
SRR2736257	13
ERR1204804	13
ERR3201335	13
ERR1514779	13
GCGS0815	13
ERR3201193	13
ERR3200957	13
ERR3201254	13
ERR3200970	13
ERR1555163	13
ERR3201286	13
ERR1514690	13
SRR1661154	15
ERR349899	15
SRR969364	15
SRR1661330	15
ERR449481	15
GCGS0430	15
ERR349957	15
GCGS0782	15
GCGS0442	15
GCGS0784	15
GCGS0647	15
SRR1661312	15
GCGS0358	15
ERR388396	15
ERR349972	15
ERR363632	15
SRR969391	15
ERR349948	15
ERR349929	15
ERR349928	15
ERR349930	15
ERR349939	15
ERR388447	22
ERR388431	22
SRR2736105	22
GCGS1063	22
GCGS0240	22
SRR1661190	22
SRR969336	22
SRR3360671	22
ERR388289	22
GCGS1074	22
GCGS0164	22
ERR388404	22
ERR388355	22
GCGS1038	22
GCGS0056	22
GCGS0778	22
GCGS0801	22
GCGS0802	22
GCGS0803	22
GCGS1015	22
GCGS0907	22
GCGS0481	22
GCGS0753	22
GCGS0756	22
GCGS1065	22
GCGS1067	22
GCGS0026	22
ERR2133916	22
ERR2133914	22
ERR2133913	22
ERR2133915	22
ERR2133917	22
ERR388300	22
ERR388334	22
GCGS0032	22
GCGS0692	22
GCGS0060	22
GCGS0806	22
GCGS0634	22
GCGS0044	22
GCGS1021	22
GCGS0327	22
GCGS1036	22
GCGS1024	22
GCGS1020	22
GCGS0078	22
SRR3360720	22
SRR3361336	22
ERR3201216	22
GCGS1059	22
GCGS1027	22
GCGS0762	22
GCGS0022	22
GCGS0170	22
GCGS0168	22
ERR388310	22
GCGS1093	22
GCGS0190	22
GCGS1050	22
GCGS1064	22
GCGS0116	22
GCGS0206	22
GCGS0559	22
GCGS0752	22
GCGS0800	22
GCGS1061	22
GCGS0674	22
GCGS0421	22
GCGS0512	22
GCGS0134	22
SRR3360949	22
GCGS1035	22
GCGS1066	22
SRR3360639	22
SRR3361351	22
SRR3360716	22
SRR3360649	22
SRR3360694	22
SRR3357314	22
GCGS0928	22
SRR3360930	22
SRR1661174	22
SRR1661183	22
SRR1661191	22
SRR1661192	22
SRR3360813	22
SRR2736164	22
SRR1661309	22
ERR2133922	22
ERR2133923	22
GCGS0602	22
SRR2736231	22
GCGS0717	22
GCGS0859	22
GCGS0810	22
GCGS0700	22
ERR2133954	22
ERR2133953	22
ERR2133955	22
ERR2133952	22
ERR2133956	22
ERR2133951	22
ERR3201134	22
ERR3200869	22
SRR1661252	22
SRR2736141	22
SRR2736147	22
SRR2736151	22
SRR2736135	22
SRR1661185	22
SRR1661280	22
SRR1661214	22
SRR1661193	22
ERR1469741	22
ERR1528316	22
ERR1528321	22
ERR1514819	22
ERR1514825	22
ERR1514802	22
SRR3361314	22
ERR1514742	22
ERR1680311	22
ERR2631765	22
ERR1560926	22
GCGS0733	22
SRR5827269	22
GCGS0563	22
ERR3201282	22
GCGS0746	22
GCGS0748	22
GCGS1099	22
GCGS1102	22
GCGS0688	22
ERR1560879	22
SRR1661227	22
SRR969368	22
SRR969376	22
SRR3360675	22
SRR3360664	22
ERR1469629	22
ERR1560790	22
ERR1560917	22
ERR1528198	22
ERR1469614	22
ERR1514685	22
ERR1471132	22
ERR1469611	22
ERR1680307	22
ERR1469627	22
ERR1469759	22
ERR1471149	22
ERR1514801	22
ERR1514800	22
ERR1514811	22
ERR1528215	22
ERR1514820	22
ERR1602760	22
ERR1602754	22
ERR1560892	22
ERR1528161	22
ERR1514833	22
ERR1560935	22
ERR1469592	22
ERR1560941	22
ERR1560940	22
ERR1471124	22
SRR3361324	22
ERR1514700	22
ERR1514710	22
ERR1469751	22
ERR1469754	22
ERR1602790	22
ERR1528234	22
ERR388384	22
SRR3361317	22
SRR3360605	22
SRR3360704	22
SRR3360607	22
SRR3360700	22
ERR388448	22
ERR449467	22
ERR449483	26
SRR2736118	26
ERR349914	26
ERR1514755	26
ERR1469631	26
ERR1528144	26
ERR1514672	26
ERR1514673	26
ERR1680302	26
ERR1528141	26
ERR1528147	26
ERR1528145	26
ERR1471144	26
ERR1471133	26
ERR1469610	26
ERR1471131	26
ERR1471136	26
ERR1471141	26
SRR5827204	26
ERR1528163	26
ERR1528333	26
ERR363624	26
ERR2631769	26
GCGS0180	26
GCGS0186	26
GCGS0146	26
SRR969361	26
GCGS0495	26
GCGS0739	26
ERR2631953	26
ERR1837111	26
ERR3201175	26
ERR1560788	26
ERR1514754	26
ERR2631868	26
ERR3201034	26
ERR3200889	26
ERR3200859	26
ERR3201218	26
GCGS0321	26
ERR2631767	26
SRR969355	26
GCGS0494	26
GCGS0666	26
GCGS0469	26
GCGS0667	26
ERR2631901	26
ERR3200918	26
ERR3201331	26
ERR1837117	26
ERR3201063	26
GCGS0346	26
GCGS0383	26
GCGS0331	26
GCGS0216	26
GCGS0396	26
GCGS0730	26
GCGS0090	26
GCGS0188	26
GCGS0212	26
GCGS0398	26
ERR1204773	26
ERR1528173	26
ERR1528159	26
ERR2631794	26
ERR3201093	26
GCGS0334	26
GCGS0210	26
GCGS0603	26
ERR3200995	26
GCGS0764	26
ERR1528226	26
GCGS0008	26
ERR1469588	26
ERR1560811	26
ERR1560777	26
SRR3360736	26
SRR5827096	26
SRR5827342	26
DRR124890	26
ERR363631	26
ERR2133945	26
ERR2133944	26
ERR388369	26
ERR2631880	26
ERR3201240	26
ERR1204803	26
ERR3201239	26
ERR1514783	26
ERR1469746	26
ERR3201226	26
ERR3200850	26
ERR2631922	26
ERR2631914	26
ERR2631897	26
ERR2631956	26
ERR1204777	26
ERR3200935	26
ERR3200914	26
ERR2631955	26
ERR3200926	26
ERR3201009	26
ERR3201117	26
ERR3201360	26
ERR3201189	26
ERR3200864	26
ERR3201181	26
ERR3201304	26
ERR1560829	26
ERR1560865	26
ERR1560876	26
ERR1560862	26
ERR1560814	26
ERR1560849	26
SRR3360651	26
SRR3361341	26
ERR1528193	26
ERR1528328	26
ERR1528223	26
ERR1528202	26
ERR1469752	26
ERR1514831	26
ERR1514830	26
ERR1528168	26
GCGS0514	26
ERR1514724	26
SRR3360672	26
ERR363629	26
ERR449465	26
ERR1528138	26
ERR1471142	26
ERR1469616	26
ERR1469597	26
ERR1469604	26
ERR1471130	26
ERR1469598	26
ERR1680294	26
ERR1469624	26
ERR1469630	26
ERR1469618	26
ERR1469626	26
ERR388417	26
ERR388333	26
ERR1560888	26
ERR1469628	26
ERR1469671	26
ERR1514694	26
ERR1514717	26
ERR388387	26
ERR1549711	26
ERR1514824	26
ERR1549692	26
ERR1469609	26
ERR1602793	26
ERR388363	26
SRR3360624	26
ERR1469562	26
ERR1469560	26
ERR1560948	26
SRR7226384	26
SRR7226389	26
ERR1549718	26
ERR1549743	26
ERR1549730	26
ERR1549727	26
ERR1549739	26
ERR363630	26
ERR388311	26
ERR1514794	26
ERR1528297	26
ERR1469756	26
ERR1555157	26
SRR3360678	26
SRR3360691	26
SRR3360625	26
SRR3360750	26
SRR3360697	26
ERR1560933	26
ERR1602782	26
ERR1602787	26
ERR1560795	26
ERR388360	26
ERR388357	26
ERR1528222	26
SRR3360606	26
SRR3360615	26
ERR388318	26
ERR388394	26
ERR363621	26
ERR363620	26
SRR3360634	26
SRR3360629	26
SRR3360867	26
ERR3201094	26
ERR1837123	26
ERR363646	26
ERR363667	26
ERR363666	26
ERR388337	26
ERR388399	26
ERR1560782	19
ERR1560857	19
SRR5827086	19
ERR1469737	19
SRR7226398	19
GCGS0370	19
ERR1528184	19
GCGS0184	19
GCGS0517	19
ERR363577	19
SRR5827185	19
ERR1560848	19
ERR1469571	19
ERR363622	19
ERR388445	19
GCGS0154	19
ERR1528229	19
ERR1528189	19
ERR1469731	19
ERR1549699	19
SRR7226391	19
SRR5827412	19
SRR5827122	19
SRR7226404	19
SRR5827209	19
ERR1560914	19
SRR7226419	19
ERR1560871	19
ERR1602784	19
ERR1560951	19
ERR1602770	19
ERR1469664	19
ERR1469654	19
SRR5827381	19
SRR5827188	19
SRR5827290	19
SRR5827335	19
ERR1514753	19
ERR1514781	19
ERR1514768	19
ERR1528263	19
ERR1528265	19
ERR1514767	19
ERR1528235	19
ERR1528239	19
ERR1528330	19
SRR5827019	19
ERR1469715	19
ERR388442	19
ERR388441	19
ERR363616	19
ERR1621700	19
ERR1549757	19
ERR363623	19
ERR388291	19
GCGS0369	19
SRR5827245	19
ERR1555226	19
ERR388453	19
ERR349962	19
GCGS0279	19
DRR124887	19
GCGS0515	19
ERR1528211	19
ERR363626	19
SRR3360644	19
ERR1528155	19
ERR2133896	19
SRR3360983	19
SRR3360774	19
ERR388436	19
GCGS0208	19
GCGS0652	19
SRR3360667	19
SRR3361346	19
SRR3360980	19
SRR3360893	19
SRR3360846	19
SRR3360772	19
ERR1549788	19
ERR2631748	19
ERR3201287	19
ERR388418	19
ERR1514736	19
ERR1514733	19
ERR1514740	19
ERR1514744	19
ERR1514738	19
ERR1514679	19
ERR1514680	19
SRR3360637	19
ERR1549695	19
ERR1549694	19
SRR3360984	19
GCGS0504	19
ERR2133911	19
ERR2133909	19
ERR2133910	19
ERR2133912	19
SRR3360970	19
GCGS0498	19
GCGS0112	19
ERR2631999	19
ERR1560886	19
ERR1560915	19
ERR1560916	19
ERR1602781	19
ERR1469757	19
ERR349887	19
ERR349918	14
SRR3360917	14
GCGS0496	14
ERR3200818	14
ERR388454	39
ERR349931	39
DRR124763	39
DRR124693	39
DRR124725	39
SRR2736156	39
SRR969388	39
ERR1469643	39
ERR1469634	39
SRR1661156	39
ERR388432	39
ERR2631903	39
GCGS0322	39
GCGS0519	39
GCGS0301	39
GCGS0520	39
GCGS0425	39
GCGS0554	39
SRR969360	39
GCGS0479	39
ERR2631859	39
GCGS0350	39
GCGS0462	39
GCGS0501	39
SRR3361338	39
GCGS0245	39
SRR969349	39
SRR969045	39
SRR969337	39
SRR1661317	39
ERR485166	39
ERR449500	39
ERR449488	39
ERR449487	39
SRR1661322	39
GCGS0830	39
FA6140	39
SRR1661157	39
ERR363651	39
ERR363655	39
SRR5827214	39
ERR363585	39
ERR388421	39
SRR1661327	39
SRR969379	39
ERR388455	39
ERR363576	39
SRR1661181	39
SRR1661182	39
ERR349965	39
GCGS1029	39
ERR388423	39
SRR1661153	39
ERR349926	39
GCGS0307	45
GCGS0439	45
ERR3201316	45
ERR2631734	45
ERR449514	45
ERR449525	45
ERR1549677	45
ERR1602768	45
ERR1560833	45
ERR349923	45
ERR449489	45
ERR349936	45
ERR449515	45
FA1090	43
SRR3360967	43
SRR3360872	43
SRR3360991	43
SRR3360936	43
ERR388320	43
ERR388319	43
ERR388376	43
ERR388377	43
ERR388342	43
ERR1514832	43
ERR1528174	43
ERR1528176	43
ERR1528178	43
ERR1528165	43
ERR1528154	43
ERR1528324	43
ERR1528157	43
ERR1528170	43
ERR1528182	43
ERR1528325	43
ERR388403	43
ERR1469602	43
ERR349977	43
ERR349927	43
ERR349933	43
ERR1549704	43
ERR1555225	43
GCGS1028	43
SRR1661289	43
ERR349911	43
ERR349952	43
ERR349945	43
SRR5827353	43
SRR5827067	43
SRR1661319	43
ERR3200815	43
ERR2632028	43
SRR1661159	43
SRR1661264	43
SRR1661178	43
ERR3201303	43
SRR3360665	43
SRR3360735	43
ERR349895	38
GCGS0599	38
ERR1602751	38
ERR1528167	38
ERR1560791	38
ERR1469581	38
SRR3360726	38
SRR1661314	38
SRR1661225	38
SRR1661224	38
ERR3201249	38
ERR3201257	38
ERR3201021	38
ERR3201026	38
ERR2133901	38
ERR2133899	38
ERR2133902	38
ERR2133900	38
ERR2133898	38
SRR3360964	38
GCGS0377	38
ERR349968	38
ERR2631876	38
SRR1661172	38
ERR1528152	38
ERR1469579	38
ERR1469568	38
ERR1560899	38
ERR1555175	38
ERR1528212	38
ERR1528313	38
ERR1549780	38
ERR1837110	38
ERR1555183	38
ERR1555177	38
ERR1549792	38
ERR1549782	38
ERR1528308	38
ERR1469596	38
SRR3360993	38
SRR3360950	38
SRR3360829	38
SRR969345	38
SRR2736183	38
SRR2736182	38
SRR2736171	38
SRR2736180	38
SRR2736179	38
SRR2736172	38
SRR2736174	38
SRR2736173	38
SRR2736170	38
SRR2736201	38
SRR2736200	38
ERR349966	38
ERR349967	38
ERR363603	38
SRR3360771	38
ERR363602	38
ERR349963	38
ERR363596	38
ERR363597	38
ERR349964	38
ERR1837113	38
GCGS0423	42
SRR3361333	42
ERR2631838	42
ERR2631877	42
ERR349909	42
ERR388364	42
SRR1661169	42
GCGS0072	42
ERR2632022	42
GCGS0870	42
ERR3201121	42
ERR2631933	42
ERR3201114	42
ERR3201151	42
ERR3201224	42
ERR3200829	42
ERR3200826	42
GCGS0449	42
ERR3200816	42
ERR3201201	42
ERR3200923	42
ERR3200852	42
ERR3200981	42
GCGS0431	42
ERR3201236	42
ERR3201269	42
ERR3200899	42
SRR5827128	42
GCGS0248	42
ERR449480	40
ERR449484	40
SRR969377	40
SRR969381	40
ERR349898	40
SRR1661324	40
ERR1555212	40
GCGS0305	32
SRR3360636	32
ERR1514689	32
ERR2631819	32
DRR124892	32
DRR124851	32
DRR124695	32
DRR124710	32
DRR124859	32
DRR124795	32
DRR124724	32
SRR5827213	32
SRR5827264	32
SRR5827354	32
SRR5827360	32
SRR5827143	32
SRR5827081	32
SRR5827035	32
SRR5827212	32
SRR5827324	32
SRR5827303	32
SRR5827024	32
SRR5827399	32
SRR5827173	32
SRR5827215	32
SRR5827294	32
SRR5827401	32
SRR5827210	32
SRR5827370	32
SRR5827411	32
SRR5827075	32
SRR5827026	32
SRR5827366	32
SRR5827293	32
SRR5827089	32
SRR5827348	32
SRR5827116	32
SRR5827224	32
SRR5827240	32
SRR5827235	32
SRR5827129	32
SRR5827186	32
SRR5827207	32
SRR5827242	32
SRR5827325	32
SRR5827252	32
SRR5827045	32
SRR5827313	32
SRR5827255	32
SRR5827042	32
SRR5827151	32
SRR5827061	32
SRR5827131	32
SRR5827275	32
SRR5827060	32
SRR5827138	32
SRR5827068	32
SRR7226402	32
SRR5827126	32
SRR5827395	32
ERR1528309	32
DRR124730	32
DRR124731	32
DRR124867	32
ERR1602778	32
SRR5827379	32
SRR5827040	32
ERR1528329	29
SRR1661263	29
SRR3360890	29
ERR485168	29
FA19	29
SRR3360687	11
SRR969387	11
ERR1528148	11
ERR1469733	11
ERR388321	11
ERR1469599	11
ERR1514841	11
ERR3200907	11
SRR3361343	11
SRR3360683	11
SRR3361350	11
SRR3360705	11
SRR3360722	11
SRR3360715	11
ERR3200885	11
ERR1471146	11
ERR1471119	11
ERR1528241	11
ERR1514777	11
ERR1514778	11
ERR1528269	11
ERR1528240	11
ERR1560809	11
ERR1514725	11
ERR1549701	11
ERR1549709	11
ERR1471140	11
ERR1469608	11
ERR1514839	11
ERR1549680	11
ERR1560894	11
ERR1471120	11
ERR1514695	11
ERR1514706	11
ERR1514842	11
ERR1560843	11
ERR1514791	11
ERR1514769	11
ERR1514770	11
ERR1680313	11
ERR1560870	11
ERR388345	11
SRR3361345	11
ERR1549748	11
ERR1549738	11
ERR349942	11
ERR349956	11
ERR388284	11
ERR349937	11
ERR388322	11
ERR388375	11
ERR388402	11
ERR1555194	11
ERR1549753	11
ERR1469747	11
ERR1549707	11
ERR1549751	11
ERR1549750	11
ERR1549721	11
SRR1661162	9
ERR2631824	9
GCGS0348	9
ERR3201318	9
ERR2631814	9
ERR3201038	9
SRR3361313	9
GCGS0579	9
ERR3201363	9
SRR1661171	9
SRR1661257	9
ERR1560801	9
ERR1549705	9
ERR1549703	9
ERR3200905	9
ERR1555209	9
ERR1549779	9
ERR1549769	9
ERR1549789	9
ERR1560925	9
ERR3200959	9
ERR1837112	9
SRR3360654	9
ERR1549775	9
ERR1555218	9
SRR3361308	9
SRR3360608	9
SRR3360737	9
SRR3361318	9
ERR1555206	9
ERR1555207	9
ERR1555199	9
ERR1555200	9
ERR1549776	9
ERR1555214	9
ERR1514750	9
ERR1602762	9
ERR1528276	9
ERR1528279	9
ERR1528282	9
ERR1528284	9
SRR1661236	9
ERR3201018	9
ERR1555197	9
ERR1560883	9
ERR2631846	9
ERR1549771	9
SRR960423	9
SRR5827023	9
ERR1528125	9
ERR1528273	9
SRR3360854	9
ERR349910	9
SRR3360729	9
ERR349925	9
ERR1514735	9
