Node	Total SNPs	Num of SNPs inside recombinations	Num of SNPs outside recombinations	Num of Recombination Blocks	Bases in Recombinations	r/m	rho/theta	Genome Length	Bases in Clonal Frame
ERR3201337	1190	1105	85	29	542308	13.000000	0.341176	2118055	1640109
ERR3201338	77	55	22	3	426163	2.500000	0.136364	2156630	1744249
ERR3201339	48	28	20	2	416946	1.400000	0.100000	2151853	1745708
ERR3201340	0	0	0	0	520938	0.000000	0.000000	2186063	1674011
ERR3201341	0	0	0	0	524145	0.000000	0.000000	2186346	1671975
ERR3201342	0	0	0	0	627290	0.000000	0.000000	2142363	1536194
ERR3201198	0	0	0	0	508174	0.000000	0.000000	2188871	1689222
ERR3201343	0	0	0	0	557801	0.000000	0.000000	2116181	1575750
ERR3201344	117	100	17	3	486721	5.882353	0.176471	2180342	1708826
ERR3201345	0	0	0	0	524145	0.000000	0.000000	2185671	1671699
ERR3201346	5	5	0	1	497323	0.000000	0.000000	2143125	1661905
ERR3201347	0	0	0	0	549288	0.000000	0.000000	2114483	1585542
ERR3201348	139	88	51	7	558540	1.725490	0.137255	2153972	1610032
ERR3201349	4	0	4	0	478475	0.000000	0.000000	2155623	1684575
ERR3201350	27	21	6	3	488024	3.500000	0.500000	2197922	1715494
ERR3201351	26	15	11	2	538384	1.363636	0.181818	2113048	1591040
ERR3201352	1	0	1	0	486893	0.000000	0.000000	2155264	1675881
ERR3201199	0	0	0	0	483240	0.000000	0.000000	2119106	1649462
ERR3201353	1	0	1	0	524145	0.000000	0.000000	2186142	1672289
ERR3201354	418	377	41	16	473314	9.195122	0.390244	2157115	1716380
ERR3201355	0	0	0	0	497590	0.000000	0.000000	2114226	1628527
ERR3201356	92	81	11	3	548871	7.363636	0.272727	2111205	1583332
ERR3201357	0	0	0	0	537127	0.000000	0.000000	2130951	1606194
ERR3201358	511	486	25	13	508642	19.440001	0.520000	2193196	1697474
ERR3201359	3	0	3	0	501541	0.000000	0.000000	2183129	1690410
ERR3201360	9	0	9	0	431141	0.000000	0.000000	2147305	1725390
ERR3201361	190	140	50	10	533124	2.800000	0.200000	2112308	1614590
ERR3201362	0	0	0	0	502548	0.000000	0.000000	2148925	1667020
ERR3201200	0	0	0	0	580749	0.000000	0.000000	2139543	1581923
ERR3201363	201	61	140	4	434304	0.435714	0.028571	2140760	1725623
ERR3201364	126	64	62	5	485925	1.032258	0.080645	2136298	1661704
ERR3201365	30	15	15	2	487816	1.000000	0.133333	2198834	1717243
ERR3201366	0	0	0	0	533869	0.000000	0.000000	2107741	1593316
ERR3201367	134	100	34	6	525804	2.941176	0.176471	2133886	1628411
ERR3201369	0	0	0	0	486108	0.000000	0.000000	2146361	1673643
ERR3201370	0	0	0	0	574702	0.000000	0.000000	2181286	1617762
ERR3201371	76	37	39	2	492411	0.948718	0.051282	2134570	1668012
ERR3201372	696	616	80	18	531479	7.700000	0.225000	2179950	1691365
ERR3201201	0	0	0	0	456916	0.000000	0.000000	2122731	1680846
ERR3201373	3	0	3	0	510539	0.000000	0.000000	2119338	1622770
ERR3201374	5	0	5	0	510889	0.000000	0.000000	2109777	1618176
ERR3201202	0	0	0	0	575811	0.000000	0.000000	2115919	1565433
ERR3201184	0	0	0	0	506089	0.000000	0.000000	2148044	1661036
ERR3201203	79	65	14	3	535184	4.642857	0.214286	2118842	1602008
ERR3201204	0	0	0	0	459467	0.000000	0.000000	2158965	1707255
ERR3201205	0	0	0	0	485831	0.000000	0.000000	2128265	1647240
ERR3201206	0	0	0	0	417663	0.000000	0.000000	2154426	1745007
ERR3201207	0	0	0	0	428157	0.000000	0.000000	2142173	1723809
ERR3201208	101	75	26	4	519125	2.884615	0.153846	2112451	1611455
ERR3201209	2	0	2	0	566782	0.000000	0.000000	2123094	1574672
ERR3201210	0	0	0	0	566779	0.000000	0.000000	2121243	1573219
ERR3201211	31	10	21	2	537844	0.476190	0.095238	2117358	1597269
ERR3201212	8	7	1	1	519236	7.000000	1.000000	2122791	1619999
ERR3201185	0	0	0	0	537864	0.000000	0.000000	2119684	1598989
ERR3201213	0	0	0	0	522334	0.000000	0.000000	2119694	1614752
ERR3201214	165	124	41	8	450644	3.024390	0.195122	2156028	1724744
ERR3201215	13	0	13	0	499598	0.000000	0.000000	2184322	1689074
ERR3201216	0	0	0	0	394072	0.000000	0.000000	2171593	1785923
ERR3201217	329	325	4	7	530867	81.250000	1.750000	2113626	1606678
ERR3201218	0	0	0	0	459322	0.000000	0.000000	2089211	1650220
ERR3201219	1197	926	271	29	529175	3.416974	0.107011	2145518	1653033
ERR3201220	38	27	11	2	442872	2.454545	0.181818	2157795	1722620
ERR3201221	63	39	24	5	545392	1.625000	0.208333	2119057	1592773
ERR3201222	0	0	0	0	508174	0.000000	0.000000	2187914	1688262
ERR3201186	7	0	7	0	524037	0.000000	0.000000	2137062	1629649
ERR3201223	18	0	18	0	455119	0.000000	0.000000	2089548	1647333
ERR3201224	7	7	0	1	446982	0.000000	0.000000	2124633	1695839
ERR3201225	6	0	6	0	532734	0.000000	0.000000	2115953	1602234
ERR3201226	0	0	0	0	429058	0.000000	0.000000	2091957	1680350
ERR3201227	387	338	49	14	408502	6.897959	0.285714	2137895	1767849
ERR3201228	60	33	27	1	517486	1.222222	0.037037	2123281	1622966
ERR3201229	0	0	0	0	520938	0.000000	0.000000	2184901	1672639
ERR3201230	244	203	41	5	536329	4.951220	0.121951	2123917	1608664
ERR3201231	0	0	0	0	472793	0.000000	0.000000	2148092	1692353
ERR3201232	0	0	0	0	561270	0.000000	0.000000	2113119	1572349
ERR3201187	4	0	4	0	413739	0.000000	0.000000	2156832	1748464
ERR3201233	0	0	0	0	580749	0.000000	0.000000	2140436	1582116
ERR3201234	0	0	0	0	416946	0.000000	0.000000	2153033	1745352
ERR3201235	830	704	126	24	648158	5.587302	0.190476	2139417	1543319
ERR3201236	107	60	47	6	451087	1.276596	0.127660	2129417	1702058
ERR3201237	0	0	0	0	626880	0.000000	0.000000	2143591	1542632
ERR3201238	0	0	0	0	619407	0.000000	0.000000	2140764	1547208
ERR3201239	0	0	0	0	437859	0.000000	0.000000	2091221	1669756
ERR3201240	1	0	1	0	437859	0.000000	0.000000	2087466	1666084
ERR3201241	0	0	0	0	453645	0.000000	0.000000	2157513	1711428
ERR3201242	3216	1390	1826	33	288037	0.761227	0.018072	2160002	1945917
ERR3201188	0	0	0	0	417302	0.000000	0.000000	2158164	1748946
ERR3201243	41	21	20	2	484444	1.050000	0.100000	2147600	1677774
ERR3201244	20	0	20	0	455119	0.000000	0.000000	2088614	1647009
ERR3201245	19	16	3	1	627291	5.333333	0.333333	2147068	1540595
ERR3201246	0	0	0	0	519656	0.000000	0.000000	2169329	1661419
ERR3201247	63	31	32	3	445856	0.968750	0.093750	2152846	1716921
ERR3201248	280	222	58	9	489610	3.827586	0.155172	2183789	1706175
ERR3201249	0	0	0	0	412899	0.000000	0.000000	2145652	1747509
ERR3201250	631	603	28	15	569226	21.535715	0.535714	2120622	1580171
ERR3201251	83	70	13	2	519234	5.384615	0.153846	2119681	1619774
ERR3201252	97	67	30	5	539116	2.233333	0.166667	2143980	1630042
ERR3201189	7	0	7	0	431141	0.000000	0.000000	2150433	1728169
ERR3201253	0	0	0	0	540853	0.000000	0.000000	2123939	1600034
ERR3201254	124	121	3	3	449796	40.333332	1.000000	2159379	1718636
ERR3201255	0	0	0	0	520938	0.000000	0.000000	2187382	1674990
ERR3201257	1	0	1	0	412899	0.000000	0.000000	2152721	1749605
ERR3201258	1	0	1	0	579233	0.000000	0.000000	2122777	1563359
ERR3201259	4	0	4	0	521568	0.000000	0.000000	2119474	1615266
ERR3201260	1448	1295	153	36	507707	8.464052	0.235294	2120574	1685288
ERR3201261	0	0	0	0	487816	0.000000	0.000000	2202549	1719872
ERR3201262	0	0	0	0	417663	0.000000	0.000000	2156692	1747411
ERR3201190	0	0	0	0	511558	0.000000	0.000000	2117549	1624510
ERR3201263	0	0	0	0	508174	0.000000	0.000000	2183116	1682788
ERR3201264	61	50	11	5	538855	4.545455	0.454545	2115340	1601725
ERR3201265	12	0	12	0	510539	0.000000	0.000000	2119927	1623212
ERR3201266	0	0	0	0	497315	0.000000	0.000000	2145978	1663059
ERR3201267	4	0	4	0	577304	0.000000	0.000000	2146652	1590386
ERR3201268	0	0	0	0	512220	0.000000	0.000000	2116377	1618118
ERR3201269	0	0	0	0	451667	0.000000	0.000000	2127927	1691510
ERR3201270	0	0	0	0	492411	0.000000	0.000000	2144869	1676002
ERR3201271	65	27	38	3	403480	0.710526	0.078947	2152659	1757816
ERR3201272	2	0	2	0	573336	0.000000	0.000000	2117935	1564603
ERR3201191	0	0	0	0	531382	0.000000	0.000000	2153483	1632754
ERR3201273	0	0	0	0	476308	0.000000	0.000000	2200956	1730023
ERR3201274	2	0	2	0	573336	0.000000	0.000000	2115596	1562622
ERR3201275	19	5	14	1	509177	0.357143	0.071429	2143753	1659180
ERR3201276	206	172	34	6	511774	5.058824	0.176471	2117891	1619898
ERR3201277	31	27	4	1	537127	6.750000	0.250000	2137049	1611275
ERR3201279	9	5	4	1	538383	1.250000	0.250000	2115335	1592771
ERR3201280	57	16	41	2	468685	0.390244	0.048780	2117397	1659869
ERR3201281	0	0	0	0	533532	0.000000	0.000000	2110187	1597970
ERR3201282	722	629	93	17	438830	6.763441	0.182796	2110150	1688743
ERR3201192	141	130	11	3	625493	11.818182	0.272727	2143184	1548635
123	87	36	6	384000	2.416667	0.166667	2156396	1783248
244	187	57	10	379681	3.280702	0.175439	2160969	1802934
1156	764	392	26	363280	1.948980	0.066327	2166200	1850580
25	10	15	1	416946	0.666667	0.066667	2156160	1749353
12	7	5	1	416946	1.400000	0.200000	2160678	1752037
248	224	24	15	416946	9.333333	0.625000	2162698	1766730
915	611	304	24	403480	2.009868	0.078947	2165413	1794002
1675	1040	635	29	378554	1.637795	0.045669	2174347	1858684
2171	812	1359	22	320028	0.597498	0.016188	2184185	1935358
4199	2030	2169	41	251982	0.935915	0.018903	2204099	2068109
46	29	17	2	431298	1.705882	0.117647	2152224	1740094
1880	1421	459	32	421570	3.095860	0.069717	2161924	1829134
1083	968	115	18	384083	8.417392	0.156522	2154239	1817578
19	6	13	1	393049	0.461538	0.076923	2154395	1779087
28	9	19	2	388942	0.473684	0.105263	2157880	1781334
22	16	6	3	389437	2.666667	0.500000	2157653	1780550
18	9	9	1	389437	1.000000	0.111111	2154695	1776792
6	0	6	0	389437	0.000000	0.000000	2161789	1781420
15	10	5	2	389437	2.000000	0.400000	2165090	1784649
8	4	4	1	389437	1.000000	0.250000	2171464	1790915
125	104	21	9	389437	4.952381	0.428571	2172297	1792160
633	539	94	16	388942	5.734043	0.170213	2173777	1828388
12	0	12	0	441809	0.000000	0.000000	2151224	1719500
12	0	12	0	441809	0.000000	0.000000	2160959	1728698
21	9	12	1	445750	0.750000	0.083333	2148908	1716670
0	0	0	0	441809	0.000000	0.000000	2163811	1730947
15	10	5	1	441809	2.000000	0.200000	2165621	1732731
35	30	5	3	441809	6.000000	0.600000	2172636	1739003
50	31	19	3	441809	1.631579	0.157895	2175133	1741479
21	7	14	1	441809	0.500000	0.071429	2180737	1751492
989	785	204	31	437218	3.848039	0.151961	2182116	1778724
1	0	1	0	423181	0.000000	0.000000	2159385	1745275
717	534	183	26	423181	2.918033	0.142077	2162118	1761683
1110	858	252	30	408596	3.404762	0.119048	2190366	1830480
318	235	83	11	409326	2.831325	0.132530	2161328	1768796
261	178	83	8	409886	2.144578	0.096386	2147561	1757641
611	438	173	19	402447	2.531792	0.109827	2170613	1795498
366	266	100	15	380404	2.660000	0.150000	2174189	1814153
354	279	75	15	363784	3.720000	0.200000	2195602	1847923
143	108	35	10	349728	3.085714	0.285714	2196956	1853966
183	111	72	7	344680	1.541667	0.097222	2199665	1861390
331	211	120	12	339965	1.758333	0.100000	2201345	1873237
3986	2051	1935	37	329761	1.059948	0.019121	2203015	1980328
1149	841	308	25	399759	2.730520	0.081169	2105085	1745106
2698	1281	1417	25	364412	0.904023	0.017643	2116903	1805964
2776	1376	1400	30	314732	0.982857	0.021429	2132728	1872765
1391	1039	352	32	443021	2.951705	0.090909	2103962	1734654
17	13	4	1	437859	3.250000	0.250000	2095016	1673222
53	19	34	3	437859	0.558824	0.088235	2102827	1680809
447	336	111	16	437859	3.027027	0.144144	2104816	1697125
1	0	1	0	429058	0.000000	0.000000	2090103	1677959
3	0	3	0	429058	0.000000	0.000000	2088409	1677056
7	0	7	0	429058	0.000000	0.000000	2097358	1685667
3	0	3	0	429058	0.000000	0.000000	2101225	1689125
51	22	29	3	429058	0.758621	0.103448	2102847	1689913
8	0	8	0	442246	0.000000	0.000000	2095092	1670411
2	0	2	0	442246	0.000000	0.000000	2097891	1672962
55	47	8	3	442246	5.875000	0.375000	2100670	1675722
315	271	44	12	442246	6.159091	0.272727	2106515	1693564
285	190	95	10	452249	2.000000	0.105263	2155546	1734980
2	0	2	0	431141	0.000000	0.000000	2151178	1728881
1	0	1	0	431141	0.000000	0.000000	2155331	1732359
46	38	8	4	431141	4.750000	0.500000	2159270	1737949
41	18	23	1	429125	0.782609	0.043478	2164939	1743601
150	126	24	2	429125	5.250000	0.083333	2166917	1745492
90	59	31	5	429058	1.903226	0.161290	2173896	1752113
330	277	53	16	429058	5.226415	0.301887	2175512	1759892
649	506	143	19	422815	3.538461	0.132867	2181308	1776552
201	176	25	3	442802	7.040000	0.120000	2101758	1678553
123	90	33	5	442747	2.727273	0.151515	2103629	1687423
770	620	150	17	483243	4.133333	0.113333	2167106	1723646
0	0	0	0	459322	0.000000	0.000000	2098491	1658739
191	137	54	9	459323	2.537037	0.166667	2103276	1670738
207	152	55	9	451861	2.763636	0.163636	2178496	1745448
122	96	26	9	441112	3.692308	0.346154	2179393	1751670
362	335	27	14	435615	12.407408	0.518519	2181634	1755008
0	0	0	0	462125	0.000000	0.000000	2101801	1657713
338	301	37	7	462125	8.135135	0.189189	2103585	1659067
674	546	128	16	487334	4.265625	0.125000	2100895	1658222
496	423	73	14	462126	5.794520	0.191781	2113101	1694156
455	303	152	17	457569	1.993421	0.111842	2099860	1680103
241	169	72	11	438580	2.347222	0.152778	2106132	1689932
114	98	16	9	434089	6.125000	0.562500	2108508	1691985
184	152	32	8	434090	4.750000	0.250000	2118433	1699337
176	153	23	10	434090	6.652174	0.434783	2191112	1762720
864	675	189	19	432103	3.571429	0.100529	2191911	1785179
1339	903	436	26	409829	2.071101	0.059633	2195815	1818857
3327	1627	1700	35	379892	0.957059	0.020588	2197269	1874674
508	426	82	12	448406	5.195122	0.146341	2160430	1782617
1172	934	238	13	428734	3.924370	0.054622	2175758	1788248
167	92	75	6	394072	1.226667	0.080000	2183189	1802068
2825	1453	1372	35	386807	1.059038	0.025510	2190396	1867434
2686	1166	1520	27	324590	0.767105	0.017763	2212200	1950687
1975	848	1127	19	261836	0.752440	0.016859	2214180	1980313
132	58	74	5	413739	0.783784	0.067568	2161606	1753135
2	0	2	0	413739	0.000000	0.000000	2150919	1743239
4	0	4	0	413739	0.000000	0.000000	2153222	1745448
63	26	37	2	413739	0.702703	0.054054	2155977	1747184
8	0	8	0	413739	0.000000	0.000000	2156382	1747949
21	11	10	1	413739	1.100000	0.100000	2162475	1753632
5	0	5	0	435395	0.000000	0.000000	2151816	1722118
117	101	16	2	435395	6.312500	0.125000	2159077	1750714
0	0	0	0	413739	0.000000	0.000000	2152885	1745205
11	5	6	1	413739	0.833333	0.166667	2161082	1752572
30	28	2	2	413739	14.000000	1.000000	2164247	1754756
25	18	7	1	413739	2.571429	0.142857	2168241	1758526
23	14	9	2	413739	1.555556	0.222222	2168728	1759002
33	23	10	3	413739	2.300000	0.300000	2171401	1761465
16	0	16	0	413739	0.000000	0.000000	2173294	1763118
26	8	18	1	413739	0.444444	0.055556	2173417	1763241
85	48	37	5	413739	1.297297	0.135135	2177261	1767347
5	0	5	0	415941	0.000000	0.000000	2155829	1745654
14	5	9	1	415941	0.555556	0.111111	2158882	1747923
18	8	10	1	420594	0.800000	0.100000	2159549	1743916
31	20	11	1	420594	1.818182	0.090909	2163443	1747041
46	40	6	2	420594	6.666667	0.333333	2166444	1754668
19	14	5	1	415941	2.800000	0.200000	2167314	1755337
13	8	5	1	415941	1.600000	0.200000	2172546	1760160
10	7	3	1	415941	2.333333	0.333333	2173945	1761558
91	35	56	4	415941	0.625000	0.071429	2175258	1763139
148	55	93	5	415670	0.591398	0.053763	2176130	1766072
1446	1022	424	35	413400	2.410377	0.082547	2179988	1824454
98	36	62	2	478475	0.580645	0.032258	2160868	1691158
1981	1315	666	44	475571	1.974474	0.066066	2164719	1722755
17	8	9	1	536845	0.888889	0.111111	2152564	1626742
62	56	6	4	536845	9.333333	0.666667	2160265	1637902
103	64	39	5	531382	1.641026	0.128205	2163405	1641024
4	0	4	0	556399	0.000000	0.000000	2154194	1610071
19	12	7	2	556399	1.714286	0.285714	2159493	1614767
6	5	1	1	556386	5.000000	1.000000	2150327	1606718
8	6	2	1	556386	3.000000	0.500000	2164780	1618819
10	0	10	0	556386	0.000000	0.000000	2167145	1620617
362	321	41	10	556386	7.829268	0.243902	2168746	1647069
230	181	49	11	531264	3.693877	0.224490	2170791	1648975
1139	885	254	23	531264	3.484252	0.090551	2176095	1684271
1187	754	433	26	547416	1.741339	0.060046	2152888	1627364
1109	618	491	22	532609	1.258656	0.044807	2163645	1637609
1345	909	436	30	531532	2.084862	0.068807	2175843	1681659
605	496	109	20	498968	4.550459	0.183486	2187896	1706120
2168	1430	738	43	485562	1.937669	0.058266	2190786	1747434
2514	1821	693	48	446779	2.627706	0.069264	2196335	1840050
1881	1198	683	36	356966	1.754026	0.052709	2204021	1902165
20	15	5	1	417663	3.000000	0.200000	2157994	1748519
3	0	3	0	417663	0.000000	0.000000	2159581	1750021
82	63	19	8	417663	3.315789	0.421053	2161077	1751457
9	0	9	0	417302	0.000000	0.000000	2161407	1752021
17	5	12	1	417302	0.416667	0.083333	2162226	1752651
144	112	32	6	417302	3.500000	0.187500	2164639	1759180
65	47	18	3	445940	2.611111	0.166667	2152617	1717796
355	325	30	10	445940	10.833333	0.333333	2160301	1741250
155	125	30	8	428586	4.166667	0.266667	2165090	1755170
874	798	76	14	481410	10.500000	0.184211	2155390	1717092
90	45	45	5	446174	1.000000	0.111111	2161915	1723187
172	115	57	8	449036	2.017544	0.140351	2164727	1723397
52	26	26	3	452366	1.000000	0.115385	2156858	1716532
71	46	25	5	448389	1.840000	0.200000	2161088	1720416
324	275	49	12	457607	5.612245	0.244898	2156699	1716082
15	5	10	1	448389	0.500000	0.100000	2163205	1722188
12	7	5	1	448389	1.400000	0.200000	2163557	1722097
3	0	3	0	448389	0.000000	0.000000	2166916	1725031
11	0	11	0	448389	0.000000	0.000000	2170252	1728352
8	0	8	0	448389	0.000000	0.000000	2172303	1730256
69	40	29	5	448389	1.379310	0.172414	2174912	1732491
35	14	21	2	448389	0.666667	0.095238	2176852	1734255
13	0	13	0	448389	0.000000	0.000000	2154761	1715489
137	116	21	4	451763	5.523809	0.190476	2160037	1719227
54	33	21	5	448389	1.571429	0.238095	2164263	1723223
35	8	27	1	448389	0.296296	0.037037	2177406	1734670
64	41	23	6	448389	1.782609	0.260870	2178917	1735875
79	46	33	5	448477	1.393939	0.151515	2158913	1718405
118	70	48	7	448389	1.458333	0.145833	2162683	1721672
141	88	53	7	448389	1.660377	0.132075	2180857	1739929
213	167	46	14	446159	3.630435	0.304348	2182215	1744534
0	0	0	0	453645	0.000000	0.000000	2154066	1709576
16	6	10	1	453645	0.600000	0.100000	2156036	1710630
5	0	5	0	453645	0.000000	0.000000	2157079	1711657
10	5	5	1	453645	1.000000	0.200000	2157813	1712362
17	7	10	1	453645	0.700000	0.100000	2163240	1717255
7	0	7	0	453645	0.000000	0.000000	2168224	1720851
44	25	19	3	459467	1.315789	0.157895	2165713	1715578
58	42	16	4	457279	2.625000	0.250000	2169645	1723018
495	456	39	10	453645	11.692307	0.256410	2172018	1735260
50	26	24	3	451530	1.083333	0.125000	2159449	1715635
57	37	20	4	451485	1.850000	0.200000	2153271	1710783
56	23	33	3	451485	0.696970	0.090909	2166670	1722852
38	27	11	3	451117	2.454545	0.272727	2167877	1723928
100	68	32	5	451066	2.125000	0.156250	2169749	1733944
75	37	38	4	442898	0.973684	0.105263	2170759	1734972
149	127	22	5	486893	5.772727	0.227273	2158600	1686907
3	0	3	0	478664	0.000000	0.000000	2152125	1682448
563	496	67	20	478664	7.402985	0.298507	2163516	1726810
277	237	40	9	449614	5.925000	0.225000	2167227	1729241
64	43	21	5	444975	2.047619	0.238095	2170774	1732777
78	56	22	8	444964	2.545455	0.363636	2172450	1735998
87	49	38	4	443170	1.289474	0.105263	2177620	1740173
104	61	43	7	443170	1.418605	0.162791	2177687	1740539
60	28	32	3	442872	0.875000	0.093750	2180687	1743489
77	59	18	4	442872	3.277778	0.222222	2182800	1744970
36	6	30	1	442872	0.200000	0.033333	2164997	1728768
141	105	36	10	442872	2.916667	0.277778	2183113	1745154
110	71	39	7	442872	1.820513	0.179487	2190486	1752018
224	189	35	8	463605	5.400000	0.228571	2150773	1713365
90	60	30	5	456819	2.000000	0.166667	2154763	1718522
332	306	26	15	455010	11.769231	0.576923	2167983	1729834
328	291	37	9	442846	7.864865	0.243243	2193452	1776888
157	104	53	5	418416	1.962264	0.094340	2193820	1782730
74	54	20	6	412875	2.700000	0.300000	2194295	1783739
3714	2289	1425	41	412199	1.606316	0.028772	2196195	1895160
2935	1559	1376	37	302379	1.132994	0.026890	2211681	1977967
1637	611	1026	21	234169	0.595517	0.020468	2219217	1996043
2315	893	1422	27	223281	0.627989	0.018987	2221094	2044910
11	6	5	1	330304	1.200000	0.200000	2105920	1786361
3	0	3	0	330304	0.000000	0.000000	2109989	1790006
3157	1630	1527	33	330304	1.067453	0.021611	2110799	1879835
19	5	14	1	507610	0.357143	0.071429	2112949	1618749
39	10	29	2	507610	0.344828	0.068966	2115573	1620841
11	5	6	1	518171	0.833333	0.166667	2118716	1613924
8	0	8	0	518171	0.000000	0.000000	2121062	1615980
100	70	30	8	518171	2.333333	0.266667	2131189	1625252
3	0	3	0	538383	0.000000	0.000000	2109269	1590004
4	0	4	0	538384	0.000000	0.000000	2118984	1595806
5	0	5	0	538384	0.000000	0.000000	2123618	1600319
130	103	27	7	538384	3.814815	0.259259	2125687	1621044
15	0	15	0	518171	0.000000	0.000000	2111304	1607924
9	7	2	1	518171	3.500000	0.500000	2111485	1607629
3	0	3	0	518171	0.000000	0.000000	2113335	1609342
6	0	6	0	518172	0.000000	0.000000	2117324	1613011
14	5	9	1	518172	0.555556	0.111111	2120357	1615396
26	14	12	1	518172	1.166667	0.083333	2124807	1619641
10	6	4	1	518172	1.500000	0.250000	2126414	1621187
17	5	12	1	518172	0.416667	0.083333	2127252	1621451
27	15	12	2	518172	1.250000	0.166667	2127600	1621791
19	5	14	1	518172	0.357143	0.071429	2131440	1625294
59	30	29	3	518171	1.034483	0.103448	2112287	1609202
34	18	16	2	518172	1.125000	0.125000	2131555	1625405
30	14	16	3	518172	0.875000	0.187500	2137717	1631138
94	42	52	5	518171	0.807692	0.096154	2118947	1615112
151	121	30	8	518172	4.033333	0.266667	2138297	1642301
303	255	48	15	507584	5.312500	0.312500	2140667	1651337
1	0	1	0	521625	0.000000	0.000000	2117051	1609224
347	298	49	13	521625	6.081633	0.265306	2119930	1625184
0	0	0	0	532808	0.000000	0.000000	2107380	1596762
15	5	10	1	532808	0.500000	0.100000	2116726	1603869
0	0	0	0	532808	0.000000	0.000000	2110303	1597717
38	21	17	2	532808	1.235294	0.117647	2111425	1598805
14	0	14	0	532808	0.000000	0.000000	2117777	1604340
9	0	9	0	532808	0.000000	0.000000	2125037	1610775
9	6	3	1	532808	2.000000	0.333333	2125590	1611282
9	0	9	0	532808	0.000000	0.000000	2110638	1599075
477	364	113	14	532808	3.221239	0.123894	2126228	1617285
495	318	177	11	521174	1.796610	0.062147	2129792	1633700
136	100	36	11	508247	2.777778	0.305556	2133939	1637302
5	0	5	0	527441	0.000000	0.000000	2117452	1603592
104	100	4	6	529312	25.000000	1.500000	2119102	1605049
36	28	8	3	527441	3.500000	0.375000	2120442	1606115
444	411	33	17	527441	12.454545	0.515152	2126915	1619825
95	85	10	7	549288	8.500000	0.700000	2119419	1590682
173	159	14	9	548871	11.357142	0.642857	2121575	1595167
102	81	21	6	539557	3.857143	0.285714	2113643	1589315
83	66	17	6	539557	3.882353	0.352941	2124472	1597646
158	143	15	9	539557	9.533334	0.600000	2130206	1623960
730	685	45	22	518969	15.222222	0.488889	2137253	1640392
289	265	24	15	508247	11.041667	0.625000	2144560	1654675
112	73	39	4	510539	1.871795	0.102564	2116751	1620719
13	8	5	1	510539	1.600000	0.200000	2122782	1625772
11	0	11	0	510539	0.000000	0.000000	2125433	1628032
57	39	18	3	510539	2.166667	0.166667	2127610	1629779
32	16	16	2	510539	1.000000	0.125000	2124742	1627744
296	212	84	9	512220	2.523809	0.107143	2121351	1624507
72	30	42	4	510540	0.714286	0.095238	2128709	1631257
4	0	4	0	511774	0.000000	0.000000	2114989	1619155
115	86	29	6	511774	2.965517	0.206897	2129098	1630203
539	481	58	17	536083	8.293103	0.293103	2118059	1620897
93	62	31	4	511312	2.000000	0.129032	2128072	1629726
21	6	15	1	511312	0.400000	0.066667	2134247	1635025
43	27	16	2	511312	1.687500	0.125000	2134339	1635057
101	68	33	3	511312	2.060606	0.090909	2136594	1638067
57	36	21	5	510540	1.714286	0.238095	2139285	1640537
47	31	16	3	510540	1.937500	0.187500	2140388	1641351
66	44	22	4	510540	2.000000	0.181818	2140851	1641699
366	309	57	18	510540	5.421052	0.315789	2141488	1651678
87	52	35	4	500823	1.485714	0.114286	2147222	1657073
301	255	46	13	500717	5.543478	0.282609	2147226	1657370
65	44	21	4	500424	2.095238	0.190476	2148376	1658381
784	533	251	17	500424	2.123506	0.067729	2148433	1668275
955	755	200	24	490587	3.775000	0.120000	2155888	1719467
111	37	74	5	449150	0.500000	0.067568	2126284	1693232
281	190	91	14	448377	2.087912	0.153846	2129077	1697470
263	192	71	11	446451	2.704225	0.154930	2156205	1724437
1620	1297	323	43	441621	4.015480	0.133127	2156505	1807682
193	169	24	6	485831	7.041667	0.250000	2133625	1654897
299	196	103	9	482989	1.902913	0.087379	2137174	1661406
1151	908	243	22	479764	3.736625	0.090535	2141786	1724026
343	273	70	13	476213	3.900000	0.185714	2182622	1743893
200	159	41	10	442976	3.878049	0.243902	2186915	1747956
509	458	51	17	442976	8.980392	0.333333	2198051	1770927
440	378	62	16	430905	6.096774	0.258065	2198746	1780727
938	727	211	28	421565	3.445498	0.132701	2203087	1822359
851	714	137	18	500534	5.211679	0.131387	2110114	1660187
305	221	84	11	459288	2.630952	0.130952	2123727	1676944
286	227	59	9	529352	3.847458	0.152542	2125750	1612776
155	136	19	3	573336	7.157895	0.157895	2120650	1579905
442	387	55	19	560590	7.036364	0.345455	2122310	1609383
93	54	39	7	522377	1.384615	0.179487	2128070	1614553
46	4	42	1	522119	0.095238	0.023810	2129478	1615948
1167	937	230	27	522119	4.073913	0.117391	2136327	1687924
1915	1374	541	29	455770	2.539741	0.053604	2140217	1710746
18	0	18	0	446311	0.000000	0.000000	2125348	1688071
1230	795	435	23	446311	1.827586	0.052874	2131120	1702244
2266	1613	653	30	436500	2.470138	0.045942	2153224	1772344
1048	759	289	22	383388	2.626297	0.076125	2212371	1863421
2621	1576	1045	34	351294	1.508134	0.032536	2216978	1954695
662	597	65	20	519656	9.184615	0.307692	2174991	1705059
33	21	12	1	486761	1.750000	0.083333	2169058	1701206
90	61	29	6	480572	2.103448	0.206897	2174830	1705725
260	220	40	13	480572	5.500000	0.325000	2186077	1732713
